Línea,Código Equipo,Equipo,Orden,Desc. Orden,Descripción,Completado,Duración,aprobacion programador,revisado tiempo,revisado presupuesto,revisado repuestos,revisado repuestos programador,Observaciones,correo de programador,correo de planeador,imagen_observacion,Fecha Programada
EQUIPOS PARA SERVICIOS INDUSTRIALES,660005,TORRE DE ENFRIAMIENTO,13351050,Inspección semanal,sin especificar,si,1,si,,,,,No sé encuentra trabajando en óptimas condiciones falta direccionar chorros y está trabajando  con un solo ventilador..,GEISON ALEJANDRO CUADROS CARVAJAL,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/MX5uZyZ53eOL6wSGeKXr.jpg,
EQUIPOS PARA SERVICIOS INDUSTRIALES,670010,PLANTA ELECTRICA,13351051,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:01:44"
EQUIPOS PARA  PREPARACION DE JARABE,698278,FILTRO DE BUJIAS H & K,13351053,Inspeccion semanal.,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:26:00"
LINEA DE PRODUCCION DE BOTELLONES DE 20,709603,TANQUE PARA MEZCLA DE OZONO,13351054,Inspeccion Semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:14"
EQUIPOS PARA  PREPARACION DE JARABE,709647,UNIDAD ULTRAVIOLETA SALA JARABES,13351055,Inspección semanal,LIMPIEZA Y ESTADO DE TABLERO,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:26:07"
EQUIPOS PARA  PREPARACION DE JARABE,709647,UNIDAD ULTRAVIOLETA SALA JARABES,13351055,Inspección semanal,REVSION DE PORCENTAJE DE UV > 70%,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:26:15"
EQUIPOS PARA  PREPARACION DE JARABE,709647,UNIDAD ULTRAVIOLETA SALA JARABES,13351055,Inspección semanal,FUGAS DE AGUA,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:26:20"
EQUIPOS PARA  PREPARACION DE JARABE,709647,UNIDAD ULTRAVIOLETA SALA JARABES,13351055,Inspección semanal,LAMPARAS ENCENDIENDO =2,si,"0,125",si,,,,,CUMPLE,.,.,CUMPLE,"18/5/2024, 11:26:29"
EQUIPOS PARA SERVICIOS INDUSTRIALES,709706,TANQUE DE SODA CAUSTICA,13351056,Inspección semanal,sin especificar,si,1,si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 12:07:50"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,1111111111",si,,,,,Hace falta el medidor de ph en la zona de toma muestra de entrada al reactor,NATALY RUIZ ALVAREZ,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/0GR7ZrPVoBtzLkfvejVm.jpg,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,1111111111",si,,,,,Se hace limpieza de tablero y todo en orden con los contactores ,NATALY RUIZ ALVAREZ,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/ErEcLTECF1sL7ORPw8zy.jpg,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO VALVULAS DE CIERRE RAPIDO,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 10:52:13"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO BOMBAS DOSIFICADORAS,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 10:53:13"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO BOMBAS DE RECIRCULACION,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 10:53:26"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO BOMBAS SUMERGIBLES,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 10:53:35"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,"FUGAS DE AIRE, AGUA, SODA O LODO",si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 10:53:49"
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO TANQUES DE ALMACENAMIENTO,si,"0,1111111111",si,,,,,"Paredes de los tanques se encuentran en mal estado , el pañete y la pintura ",NATALY RUIZ ALVAREZ,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/wE4ObIOAhrJlOX9gnIfN.jpg,
TRATAMIENTO DE AGUAS DE DESECHO GASEOSAS,710052,PLANTA AGUAS RESIDUALES AZUCARADOS,13351057,Inspeccion Semanal,ESTADO MOTOR Y BOMBA DE NEUTRALIZACION,si,"0,1111111111",si,,,,,Por este lado no se utiliza bombas de neutralización por eso la inspección no aplica ,NATALY RUIZ ALVAREZ,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/hWcekxtlvTFB2jXZNr5J.jpg,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,INSPECCION DE SELLOS MECANICO DE BOMBAS,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:20"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE RETENEDOR DE MOTOREDUCTOR PPAL ,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:26"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE BOQUILLAS GUIAS DE BOTELLON,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:33"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE CADENA CARDANICA,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:43"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,"FUGAS DE AGUA, VAPOR, AIRE, ETC",si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:47"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,INSPECCION DE BOQUILLAS DE AGUA,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:21:53"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO PIÑONES MOTOREDUCTOR PPAL,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:03"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE BOQUILLAS,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:09"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE CADENA TABLETOP,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:17"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE PIÑONES Y CARRETOS TABLETOP,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:24"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO DE TEFLON GUIA TABLETOP ,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:33"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,ESTADO EMPAQUETADURA DE FELULAS,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:39"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710057,LAVADORA DE BOTELLONES,13351060,Inspeccion Semanal,REVISIÓN DE ESTADO DE NEOPRENO,si,"0,0769230769",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:22:48"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECION DE BOQUILLAS,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:23:00"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECION DE ENPAQUETADURA DE FELULAS,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:23:08"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECCION DE TEFLONE DE CARDANICA,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:23:14"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECCIONDE SELLOS.MECANICO DE BOMBA,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:23:25"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECION DE MALLA FILTRANTE,si,"0,1111111111",si,,,,,La malla filtrante de la lavadora de guacales no está en funcionamiento ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/m585Y2Z1Iga9Oj2wehRM.jpg,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,ESTADO DE CHUMACERA DE MALLA FILTRANTE,si,"0,1111111111",si,,,,,Las chumaceras de la lavadora de guacales no está en funcionamiento ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/z4eFlcnfWbPV9qXmFWLZ.jpg,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,ESTA RETENEDOR MOTOREDUCTOR MALLA FILTRANTE,si,"0,1111111111",si,,,,,E motorreductor no está en funcionamiento fue eliminado de la máquina ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/0wa5c0QCXZGEb69sr3mf.jpg,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,ESTADO PINON Y CADENA DE TRANSMISION DE MALLA FILTRANTE,si,"0,1111111111",si,si,si,si,si,El piñón y lo demás ya no está en funcionamiento esto fue eliminado de la máquina ,Hector Fabian Blanco Romero,Jesús Andelfo Arias Arias,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/tVxsPmaclDAAXSbZznaY/pub/yzglTvwxv8So7xCBktd0.jpg,
LINEA DE PRODUCCION DE BOTELLONES DE 20,710058,LAVADORA DE HUACALES,13351062,Inspeccion Semanal,INSPECCION DE FUGAS,si,"0,1111111111",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:10"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,FUGAS DE AGUA O AIRE,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:26"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,ESTADO SOLENOIDES ,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:34"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,ESTADO INSTRUMENTOS DE MEDICION,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:43"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,ESTADO CARCAZAS DE BUJIAS,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:48"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,FUGAS DE CORRIENTE EN TRANSFORMADOR,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:19"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710059,GENERADOR DE OZONO,13351063,Inspección Semanal,ESTADO DE BUJIAS GENERADORAS DE OZONO,si,"0,3333333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:28:56"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,INSPECCION DE BARRAS ESTABILIZADORES,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:09"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE BUJES DE BARRAS ESTABILIZADORAS,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:13"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE BOQUILLAS DE LLENADO,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:23"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,INSPECCION DE SELLO MECANICO DE BOMBA,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:35"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,"FUGAS DE AGUA, AIRE, ECT.",si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:47"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE CILINDROS NEUMATICOS,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:29:58"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO ELECTROVALVULAS,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:05"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:14"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE FOTOCELDAS Y SENSORES INDUCTIVOS,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:19"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE PULSADORES TABLERO DE MANDO,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:25"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,ESTADO DE VALVULAS ACTUADORAS,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:31"
LINEA DE PRODUCCION DE BOTELLONES DE 20,710061,LLENADORA TAPONADORA BOTELLONES 20 L,13351064,Inspeccion Semanal,REVISIÓN DE ESTADO DE PIEZAS-CORROSIÓN,si,"0,0833333333",si,,,,,CUMPLE,.,.,CUMPLE,"15/5/2024, 10:30:41"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE SEGUIDORES DE LEVA,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:04"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO CHUMACERA DE EJE PPAL,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:10"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE RETENEDOR DE MOTO REDUCTOR PPAL,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:17"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE CORREA Y MOTOREDUCTOR DE ARRASTRE,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:25"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO RODILLOS DE ARRASTRE,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:34"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,BARRAS ESTABILIZADORAS DE MORDAZA HORIZONTAL,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:45"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,BUJES DE BARRA ESTABILIZADORA DE MORDAZA HORIZONTAL,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:00:57"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO RESORTE DE PISADORES DE MORDAZA HORIZONTAL,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:04"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE SILICONAS DE MORDAZAS,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:11"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE GUIAS DE FORMADOR DE CUELLO,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:26"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:35"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO LUBRICONTROLES,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:44"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE FOTOCELDAS Y SENSORES INDUCTIVOS,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:01:54"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE PULSADORES TABLERO DE MANDO,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:02:44"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO ELECTROVALVULAS,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:03:01"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:03:11"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,FUNCIONAMIENTO VENTILADORES DE VARIADORES,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:03:29"
LINEA PARA EL LLENADO DE BOLSAS,710181,LLENADORA DE BOLSAS LINEA 7,13343330,Inspeccion Semanal,ESTADO DE MOTORES,si,"0,2222222222",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:03:37"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE SEGUIDORES DE LEVA,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:00"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO CHUMACERA DE EJE PPAL,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:09"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE RETENEDOR DE MOTO REDUCTOR PPAL,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:17"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE CORREA Y MOTOREDUCTOR DE ARRASTRE,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:24"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO RODILLOS DE ARRASTRE,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:30"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,BARRAS ESTABILIZADORAS DE MORDAZA HORIZONTAL,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:37"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,BUJES DE BARRA ESTABILIZADORA DE MORDAZA HORIZONTAL,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:45"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO RESORTE DE PISADORES DE MORDAZA HORIZONTAL,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:52"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE SILICONAS DE MORDAZAS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:05:59"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE GUIAS DE FORMADOR DE CUELLO,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:05"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,"FUGAS DE AGUA, AIRE O ACEITE",si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:14"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO LUBRICONTROLES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:21"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE FOTOCELDAS Y SENSORES INDUCTIVOS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:31"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE PULSADORES TABLERO DE MANDO,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:38"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO ELECTROVALVULAS,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:51"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,LIMPIEZA Y ESTADO DE TABLERO (CONTACTORES),si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:06:59"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,FUNCIONAMIENTO VENTILADORES DE VARIADORES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:07:07"
LINEA PARA EL LLENADO DE BOLSAS,710182,LLENADORA DE BOLSAS LINEA 6,13351066,Inspección semanal,ESTADO DE MOTORES,si,"0,0555555556",si,,,,,CUMPLE,.,.,CUMPLE,"14/5/2024, 16:07:14"
